date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:56:32	49/49	---MCZ	200	added ('OK')	text/plain	etag:W/%221d-5a0b7ed4-d9e87a17713464b9;;;%22	https://demo.themewinter.com/robots.txt		(from )
16:56:32	62874/62874	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Aug%202018%2005:54:20%20GMT	https://demo.themewinter.com/html/automobil/	D:/GIT/frontend/tools_UI/AutoMobile/demo.themewinter.com/html/automobil/index.html	(from )
16:56:32	31004/31004	---MCZ	200	added ('OK')	text/css	etag:W/%22791c-5b446dde-d841a824cc88e33f;br%22	https://demo.themewinter.com/html/automobil/css/font-awesome.min.css	D:/GIT/frontend/tools_UI/AutoMobile/demo.themewinter.com/html/automobil/css/font-awesome.min.css	(from https://demo.themewinter.com/html/automobil/)
16:56:32	78546/78546	---MCZ	200	added ('OK')	text/css	etag:W/%22132d2-5b446dde-85efbf826f8cbf1e;br%22	https://demo.themewinter.com/html/automobil/css/animate.css	D:/GIT/frontend/tools_UI/AutoMobile/demo.themewinter.com/html/automobil/css/animate.css	(from https://demo.themewinter.com/html/automobil/)
16:56:32	27358/27358	---MCZ	200	added ('OK')	text/css	etag:W/%226ade-5b4dc92c-f205854dfb36ccca;br%22	https://demo.themewinter.com/html/automobil/css/icofonts.css	D:/GIT/frontend/tools_UI/AutoMobile/demo.themewinter.com/html/automobil/css/icofonts.css	(from https://demo.themewinter.com/html/automobil/)
16:56:33	2133/2133	---MCZ	200	added ('OK')	text/css	etag:W/%22855-5b61747a-510847ab7d93d26;br%22	https://demo.themewinter.com/html/automobil/css/automobil_icon.css	D:/GIT/frontend/tools_UI/AutoMobile/demo.themewinter.com/html/automobil/css/automobil_icon.css	(from https://demo.themewinter.com/html/automobil/)
16:56:33	127349/127349	---MCZ	200	added ('OK')	text/css	etag:W/%221f175-5b446dde-21500ed7f6a8e51b;br%22	https://demo.themewinter.com/html/automobil/css/bootstrap.min.css	D:/GIT/frontend/tools_UI/AutoMobile/demo.themewinter.com/html/automobil/css/bootstrap.min.css	(from https://demo.themewinter.com/html/automobil/)
16:56:34	4513/4513	---MCZ	200	added ('OK')	text/css	etag:W/%2211a1-5b446dde-bab609ab1414c5e9;br%22	https://demo.themewinter.com/html/automobil/css/owlcarousel.min.css	D:/GIT/frontend/tools_UI/AutoMobile/demo.themewinter.com/html/automobil/css/owlcarousel.min.css	(from https://demo.themewinter.com/html/automobil/)
16:56:34	16499/16499	---MCZ	200	added ('OK')	text/css	etag:W/%224073-5b1e1eb0-fec2ba7ff03945b5;br%22	https://demo.themewinter.com/html/automobil/css/contactme/bootstrap-datepicker.standalone.min.css	D:/GIT/frontend/tools_UI/AutoMobile/demo.themewinter.com/html/automobil/css/contactme/bootstrap-datepicker.standalone.min.css	(from https://demo.themewinter.com/html/automobil/)
16:56:34	16081/16081	---MCZ	200	added ('OK')	text/css	etag:W/%223ed1-5b6023ce-169efc5efc5d1b48;br%22	https://demo.themewinter.com/html/automobil/css/contactme/contactme-1.3.css	D:/GIT/frontend/tools_UI/AutoMobile/demo.themewinter.com/html/automobil/css/contactme/contactme-1.3.css	(from https://demo.themewinter.com/html/automobil/)
