date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:23	19704/19704	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202020%2020:08:28%20GMT	https://androthemes.com/themes/html/slices/landing/	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/index.html	(from )
13:53:25	116/116	---MC-	200	added ('OK')	text/plain	date:Sat,%2001%20Nov%202025%2006:53:26%20GMT	https://androthemes.com/robots.txt		(from )
13:53:27	140936/140936	---M--	200	added ('OK')	text/css	date:Mon,%2023%20Jul%202018%2019:37:28%20GMT	https://androthemes.com/themes/html/slices/landing/assets/css/plugins/bootstrap.min.css	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/css/plugins/bootstrap.min.css	(from https://androthemes.com/themes/html/slices/landing/)
13:53:28	58135/58135	---M--	200	added ('OK')	text/css	date:Sat,%2030%20Nov%202019%2022:41:26%20GMT	https://androthemes.com/themes/html/slices/landing/assets/css/plugins/animate.min.css	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/css/plugins/animate.min.css	(from https://androthemes.com/themes/html/slices/landing/)
13:53:29	7302/7302	---M--	200	added ('OK')	text/css	date:Wed,%2029%20May%202019%2013:11:10%20GMT	https://androthemes.com/themes/html/slices/landing/assets/css/plugins/magnific-popup.css	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/css/plugins/magnific-popup.css	(from https://androthemes.com/themes/html/slices/landing/)
13:53:30	1776/1776	---M--	200	added ('OK')	text/css	date:Wed,%2004%20Oct%202017%2000:49:30%20GMT	https://androthemes.com/themes/html/slices/landing/assets/css/plugins/slick.css	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/css/plugins/slick.css	(from https://androthemes.com/themes/html/slices/landing/)
13:53:32	1368/1368	---M--	200	added ('OK')	text/css	date:Tue,%2021%20Jan%202020%2021:12:50%20GMT	https://androthemes.com/themes/html/slices/landing/assets/css/plugins/slick-theme.css	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/css/plugins/slick-theme.css	(from https://androthemes.com/themes/html/slices/landing/)
13:53:33	3373/3373	---M--	200	added ('OK')	text/css	date:Fri,%2014%20Feb%202020%2019:09:26%20GMT	https://androthemes.com/themes/html/slices/landing/assets/fonts/flaticon/flaticon.css	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/fonts/flaticon/flaticon.css	(from https://androthemes.com/themes/html/slices/landing/)
13:53:35	46930/46930	---M--	200	added ('OK')	text/css	date:Thu,%2023%20Aug%202018%2014:54:08%20GMT	https://androthemes.com/themes/html/slices/landing/assets/fonts/font-awesome/css/all.min.css	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/fonts/font-awesome/css/all.min.css	(from https://androthemes.com/themes/html/slices/landing/)
13:53:36	16458/16458	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Feb%202020%2000:56:14%20GMT	https://androthemes.com/themes/html/slices/landing/assets/css/plugins/leaflet.css	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/css/plugins/leaflet.css	(from https://androthemes.com/themes/html/slices/landing/)
13:53:38	109857/109857	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Feb%202020%2001:25:30%20GMT	https://androthemes.com/themes/html/slices/landing/assets/css/style.css	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/css/style.css	(from https://androthemes.com/themes/html/slices/landing/)
13:53:39	1055/1055	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Feb%202020%2003:50:16%20GMT	https://androthemes.com/themes/html/slices/landing/assets/css/landing.css	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/css/landing.css	(from https://androthemes.com/themes/html/slices/landing/)
13:53:40	2549/2549	---M--	200	added ('OK')	image/x-icon	date:Fri,%2014%20Feb%202020%2023:56:56%20GMT	https://androthemes.com/themes/html/slices/landing/favicon.ico	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/favicon.ico	(from https://androthemes.com/themes/html/slices/landing/)
13:53:41	1325/1325	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Feb%202020%2022:49:52%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/logo-light.png	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/logo-light.png	(from https://androthemes.com/themes/html/slices/landing/)
13:53:43	158327/158327	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Feb%202020%2022:42:16%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/banner/7.jpg	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/banner/7.jpg	(from https://androthemes.com/themes/html/slices/landing/)
13:53:44	4067/4067	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Feb%202020%2022:46:00%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/misc/1.png	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/misc/1.png	(from https://androthemes.com/themes/html/slices/landing/)
13:53:46	44198/44198	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Feb%202020%2022:49:10%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/veg/2.png	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/veg/2.png	(from https://androthemes.com/themes/html/slices/landing/)
13:53:48	224336/224336	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Feb%202020%2022:46:38%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/prods/3.png	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/prods/3.png	(from https://androthemes.com/themes/html/slices/landing/)
13:53:48	96952/96952	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Feb%202020%2022:49:16%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/veg/12.png	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/veg/12.png	(from https://androthemes.com/themes/html/slices/landing/)
13:53:49	37934/37934	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Feb%202020%2002:18:54%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/frame.png	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/frame.png	(from https://androthemes.com/themes/html/slices/landing/)
13:53:52	197404/197404	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Feb%202020%2003:55:58%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/home1.png	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/home1.png	(from https://androthemes.com/themes/html/slices/landing/)
13:53:53	166834/166834	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Feb%202020%2003:55:58%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/home2.png	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/home2.png	(from https://androthemes.com/themes/html/slices/landing/)
13:53:55	240005/240005	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Feb%202020%2003:56:08%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/home3.png	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/home3.png	(from https://androthemes.com/themes/html/slices/landing/)
13:53:56	178288/178288	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Feb%202020%2003:56:08%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/home4.png	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/home4.png	(from https://androthemes.com/themes/html/slices/landing/)
13:53:57	84080/84080	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Feb%202020%2003:56:06%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/blog-grid.png	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/blog-grid.png	(from https://androthemes.com/themes/html/slices/landing/)
13:53:58	108273/108273	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:56:04%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/blog-list.jpg	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/blog-list.jpg	(from https://androthemes.com/themes/html/slices/landing/)
13:53:59	54091/54091	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:56:04%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/blog-masonry.jpg	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/blog-masonry.jpg	(from https://androthemes.com/themes/html/slices/landing/)
13:54:02	177629/177629	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:56:06%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/blog-fw.jpg	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/blog-fw.jpg	(from https://androthemes.com/themes/html/slices/landing/)
13:54:02	79216/79216	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:56:06%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/blog-single.jpg	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/blog-single.jpg	(from https://androthemes.com/themes/html/slices/landing/)
13:54:03	67808/67808	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:56:26%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/menu-1.jpg	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/menu-1.jpg	(from https://androthemes.com/themes/html/slices/landing/)
13:54:05	115018/115018	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:56:28%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/menu-2.jpg	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/menu-2.jpg	(from https://androthemes.com/themes/html/slices/landing/)
13:54:06	52106/52106	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:56:28%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/menu-item-1.jpg	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/menu-item-1.jpg	(from https://androthemes.com/themes/html/slices/landing/)
13:54:07	50509/50509	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:56:28%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/menu-item-2.jpg	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/menu-item-2.jpg	(from https://androthemes.com/themes/html/slices/landing/)
13:54:09	93907/93907	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2003:56:06%20GMT	https://androthemes.com/themes/html/slices/landing/assets/img/demos/about.jpg	D:/GIT/frontend/ui_pizza/pizza/androthemes.com/themes/html/slices/landing/assets/img/demos/about.jpg	(from https://androthemes.com/themes/html/slices/landing/)
